"행정구역","2025년04월_남_총인구수","2025년04월_남_연령구간인구수","2025년04월_남_0~9세","2025년04월_남_10~19세","2025년04월_남_20~29세","2025년04월_남_30~39세","2025년04월_남_40~49세","2025년04월_남_50~59세","2025년04월_남_60~69세","2025년04월_남_70~79세","2025년04월_남_80~89세","2025년04월_남_90~99세","2025년04월_남_100세 이상","2025년04월_여_총인구수","2025년04월_여_연령구간인구수","2025년04월_여_0~9세","2025년04월_여_10~19세","2025년04월_여_20~29세","2025년04월_여_30~39세","2025년04월_여_40~49세","2025년04월_여_50~59세","2025년04월_여_60~69세","2025년04월_여_70~79세","2025년04월_여_80~89세","2025년04월_여_90~99세","2025년04월_여_100세 이상"
"대전광역시 중구 석교동(3014062000)","7,054","7,054","196","445","707","708","853","1,290","1,490","954","388","22","1","6,871","6,871","171","424","548","505","696","1,178","1,552","1,111","591","95","0"
"대전광역시 중구 대사동(3014063000)","2,517","2,517","66","145","371","344","260","426","462","277","151","15","0","2,660","2,660","49","85","511","300","212","368","500","343","252","40","0"
"대전광역시 중구 부사동(3014064000)","3,052","3,052","107","202","286","312","388","558","623","388","176","12","0","2,988","2,988","84","155","273","239","307","513","640","472","248","55","2"
"대전광역시 중구 용두동(3014065500)","4,775","4,775","240","335","786","801","724","792","550","336","194","17","0","5,053","5,053","271","362","872","765","639","741","581","457","334","31","0"
"대전광역시 중구 오류동(3014067000)","4,611","4,611","232","297","581","661","593","817","748","428","215","38","1","5,279","5,279","226","331","649","630","629","898","784","631","409","91","1"
"대전광역시 중구 태평1동(3014068000)","5,862","5,862","350","663","661","579","945","1,102","814","506","225","16","1","6,411","6,411","359","671","617","605","1,033","1,150","893","670","349","62","2"
"대전광역시 중구 태평2동(3014069000)","11,286","11,286","627","1,316","1,300","935","1,541","2,130","1,708","1,163","495","70","1","12,431","12,431","597","1,255","1,195","971","1,774","2,384","1,944","1,443","724","141","3"
"대전광역시 중구 유천1동(3014070000)","2,933","2,933","107","125","314","424","438","530","543","322","112","17","1","2,798","2,798","103","130","269","330","322","454","597","365","191","36","1"
"대전광역시 중구 유천2동(3014071000)","6,208","6,208","254","458","747","707","796","996","1,100","756","358","35","1","6,419","6,419","261","424","689","631","746","1,033","1,172","900","486","73","4"
"대전광역시 중구 문화1동(3014072000)","9,759","9,759","631","1,297","1,239","870","1,435","1,756","1,282","804","396","47","2","10,478","10,478","569","1,174","1,197","954","1,680","1,813","1,399","1,010","586","94","2"
"대전광역시 중구 문화2동(3014073000)","5,365","5,365","168","416","581","621","652","1,057","993","567","276","34","0","5,833","5,833","171","372","480","488","628","1,078","1,200","782","521","112","1"
"대전광역시 중구 산성동(3014074000)","12,624","12,624","430","974","1,352","1,213","1,576","2,439","2,542","1,529","524","45","0","12,296","12,296","414","884","1,051","959","1,430","2,340","2,656","1,654","774","133","1"
"대전광역시 서구 (3017000000)","225,895","225,895","14,551","23,517","32,552","33,306","33,926","37,242","29,942","14,843","5,417","591","8","235,192","235,192","13,843","22,244","32,243","30,670","35,609","39,659","33,143","17,331","8,641","1,768","41"
"대전광역시 서구 복수동(3017051000)","10,451","10,451","658","1,370","1,393","1,050","1,623","2,014","1,302","739","277","23","2","10,667","10,667","680","1,367","1,204","1,015","1,819","1,931","1,384","846","349","70","2"
"대전광역시 서구 도마1동(3017052000)","9,199","9,199","568","607","1,484","1,301","1,174","1,372","1,450","870","344","29","0","9,084","9,084","536","576","1,172","1,122","1,024","1,418","1,600","1,052","488","93","3"
"대전광역시 서구 도마2동(3017053000)","9,437","9,437","556","737","1,189","1,315","1,231","1,542","1,500","976","357","33","1","9,515","9,515","509","633","1,015","1,121","1,111","1,572","1,770","1,142","536","101","5"
"대전광역시 서구 정림동(3017053500)","7,141","7,141","346","674","752","729","925","1,219","1,479","720","266","31","0","7,653","7,653","297","542","686","665","910","1,418","1,682","891","464","98","0"
"대전광역시 서구 변동(3017054000)","6,350","6,350","283","480","697","805","879","1,130","1,114","664","264","34","0","6,190","6,190","261","430","615","647","772","1,056","1,244","744","362","57","2"
"대전광역시 서구 용문동(3017055000)","8,090","8,090","569","529","1,179","1,688","1,234","1,208","915","530","210","28","0","8,627","8,627","558","483","1,365","1,556","1,161","1,297","1,076","704","360","65","2"
"대전광역시 서구 탄방동(3017055500)","12,476","12,476","674","1,076","2,125","2,416","1,885","1,986","1,457","622","208","27","0","13,500","13,500","564","1,021","2,623","2,266","2,036","2,105","1,687","732","388","76","2"
"대전광역시 서구 괴정동(3017056000)","8,883","8,883","310","583","1,724","2,068","1,323","1,233","921","514","187","20","0","9,354","9,354","334","589","2,355","1,669","1,143","1,282","1,059","598","276","48","1"
"대전광역시 서구 가장동(3017057000)","5,037","5,037","265","446","600","625","746","869","760","491","212","23","0","5,447","5,447","226","472","635","534","723","960","914","627","298","57","1"
"대전광역시 서구 내동(3017057500)","10,501","10,501","608","1,108","1,301","1,221","1,553","1,817","1,588","907","367","31","0","11,480","11,480","589","1,168","1,291","1,132","1,672","2,041","1,834","1,135","521","95","2"
"대전광역시 서구 갈마1동(3017058100)","10,546","10,546","358","693","2,090","1,947","1,442","1,533","1,501","724","233","23","2","10,298","10,298","364","648","2,019","1,453","1,310","1,598","1,674","808","351","73","0"
"대전광역시 서구 갈마2동(3017058200)","11,764","11,764","442","837","2,338","2,473","1,630","1,834","1,470","533","191","16","0","11,726","11,726","439","799","2,604","1,863","1,514","1,956","1,566","645","285","55","0"
"대전광역시 서구 월평1동(3017058600)","6,003","6,003","147","252","1,549","1,256","791","856","717","319","109","7","0","5,035","5,035","143","236","1,267","798","535","790","705","353","173","35","0"
"대전광역시 서구 월평2동(3017058700)","6,293","6,293","279","549","749","715","710","1,094","1,259","660","241","36","1","7,012","7,012","278","547","632","660","820","1,269","1,386","752","532","132","4"
"대전광역시 서구 월평3동(3017058800)","9,701","9,701","705","1,230","1,182","1,142","1,354","1,590","1,625","653","195","25","0","10,210","10,210","607","1,077","901","1,229","1,577","1,866","1,860","686","318","89","0"
"대전광역시 서구 가수원동(3017059000)","4,960","4,960","220","431","587","564","641","876","916","505","195","24","1","5,164","5,164","196","414","460","499","609","919","1,078","601","337","49","2"
"대전광역시 서구 도안동(3017059300)","17,828","17,828","2,327","2,670","1,903","2,629","3,656","2,528","1,452","528","121","14","0","18,596","18,596","2,242","2,541","2,162","2,976","3,895","2,510","1,543","520","173","33","1"
"대전광역시 서구 관저1동(3017059600)","6,783","6,783","399","715","1,095","923","893","1,149","1,008","399","186","15","1","7,784","7,784","392","688","1,290","971","1,024","1,463","1,084","492","318","62","0"
"대전광역시 서구 관저2동(3017059700)","23,050","23,050","2,095","2,986","3,097","3,181","4,059","4,062","2,277","937","319","37","0","24,447","24,447","2,031","2,955","3,005","3,283","4,418","4,355","2,533","1,160","581","124","2"
"대전광역시 서구 기성동(3017060000)","1,721","1,721","39","74","101","116","179","314","425","304","147","22","0","1,615","1,615","23","64","73","99","137","238","344","291","256","86","4"
"대전광역시 서구 둔산1동(3017063000)","8,044","8,044","654","1,713","787","517","1,599","1,435","711","425","186","17","0","8,222","8,222","635","1,535","629","625","2,042","1,306","678","471","253","46","2"
"대전광역시 서구 둔산2동(3017064000)","16,542","16,542","1,264","1,812","2,243","2,765","2,368","2,936","2,055","826","247","26","0","17,948","17,948","1,200","1,712","2,387","2,786","2,889","3,425","2,213","847","401","87","1"
"대전광역시 서구 만년동(3017065000)","6,123","6,123","324","547","1,256","1,118","717","1,008","785","264","94","10","0","5,876","5,876","311","502","845","930","851","1,125","804","315","155","37","1"
"대전광역시 서구 둔산3동(3017066000)","8,972","8,972","461","1,398","1,131","742","1,314","1,637","1,255","733","261","40","0","9,742","9,742","428","1,245","1,008","771","1,617","1,759","1,425","919","466","100","4"
"대전광역시 유성구 (3020000000)","186,463","186,463","15,452","19,699","28,508","31,034","29,149","29,081","21,379","8,945","2,859","352","5","181,519","181,519","14,339","18,669","24,310","26,965","29,655","29,804","22,266","9,402","4,912","1,158","39"
"대전광역시 유성구 진잠동(3020052000)","12,871","12,871","744","1,184","1,640","1,729","1,880","2,483","1,984","854","338","35","0","12,445","12,445","682","1,073","1,432","1,393","1,762","2,441","1,937","1,009","581","130","5"
"대전광역시 유성구 학하동(3020052600)","10,209","10,209","948","807","1,800","1,661","1,551","1,365","1,411","525","126","15","0","9,431","9,431","867","778","1,238","1,550","1,415","1,458","1,449","430","186","60","0"
"대전광역시 유성구 상대동(3020052700)","12,218","12,218","1,343","1,855","1,169","1,310","2,298","2,064","1,488","540","139","12","0","12,876","12,876","1,284","1,778","1,072","1,635","2,551","2,152","1,562","543","224","72","3"
"대전광역시 유성구 온천1동(3020053000)","13,906","13,906","344","437","3,164","3,366","1,693","1,947","1,795","794","329","36","1","12,760","12,760","320","435","3,325","2,377","1,261","1,770","1,746","923","499","98","6"
"대전광역시 유성구 온천2동(3020054000)","21,285","21,285","1,347","1,616","5,754","3,267","2,651","2,647","2,465","1,162","332","44","0","19,143","19,143","1,318","1,575","4,091","2,464","2,503","2,777","2,656","1,091","541","125","2"
"대전광역시 유성구 노은1동(3020054600)","10,348","10,348","781","1,437","1,303","1,613","1,665","1,768","1,053","504","202","20","2","10,416","10,416","754","1,322","1,197","1,449","1,880","1,779","1,082","595","295","60","3"
"대전광역시 유성구 노은2동(3020054700)","11,399","11,399","821","1,535","1,475","1,402","1,802","2,117","1,367","592","246","41","1","11,870","11,870","754","1,469","1,342","1,355","2,074","2,246","1,404","683","455","85","3"
"대전광역시 유성구 노은3동(3020054800)","17,562","17,562","1,806","2,382","1,720","2,313","3,344","2,841","1,901","935","289","31","0","18,420","18,420","1,729","2,285","1,616","2,465","3,621","3,035","2,183","992","398","94","2"
"대전광역시 유성구 신성동(3020055000)","13,395","13,395","1,160","1,349","2,192","3,037","1,900","1,812","1,251","506","169","19","0","11,914","11,914","1,009","1,189","1,884","2,139","1,859","1,789","1,237","472","264","69","3"
"대전광역시 유성구 전민동(3020057000)","13,185","13,185","1,062","1,423","1,994","2,451","1,860","2,014","1,636","564","152","29","0","12,389","12,389","959","1,337","1,584","1,871","1,934","2,150","1,628","504","313","108","1"
"대전광역시 유성구 구즉동(3020058000)","16,814","16,814","1,383","1,533","2,395","3,303","2,589","2,756","1,890","695","230","40","0","15,911","15,911","1,298","1,462","1,849","2,745","2,443","2,778","1,815","865","548","104","4"
"대전광역시 유성구 관평동(3020060000)","19,103","19,103","2,000","2,603","2,441","3,142","3,353","3,261","1,621","547","123","11","1","18,296","18,296","1,919","2,481","2,119","2,837","3,527","3,073","1,527","493","250","68","2"
"대전광역시 유성구 원신흥동(3020061000)","14,168","14,168","1,713","1,538","1,461","2,440","2,563","2,006","1,517","727","184","19","0","15,648","15,648","1,446","1,485","1,561","2,685","2,825","2,356","2,040","802","358","85","5"
"대전광역시 대덕구 (3023000000)","84,551","84,551","3,979","7,126","10,801","10,878","11,366","16,332","14,612","6,704","2,501","248","4","81,884","81,884","3,908","6,496","8,894","8,407","10,460","15,869","14,852","7,838","4,310","817","33"
"대전광역시 대덕구 오정동(3023051000)","7,024","7,024","202","482","1,053","782","840","1,280","1,371","734","254","25","1","6,437","6,437","189","439","983","552","631","1,014","1,374","812","364","75","4"
"대전광역시 대덕구 대화동(3023052000)","2,846","2,846","69","193","289","338","399","598","536","318","99","7","0","2,592","2,592","67","150","233","238","337","454","538","357","180","37","1"
"대전광역시 대덕구 회덕동(3023052500)","6,360","6,360","288","433","621","831","796","1,180","1,286","639","250","36","0","6,119","6,119","266","384","539","622","670","1,174","1,262","697","429","75","1"
"대전광역시 대덕구 비래동(3023053300)","7,274","7,274","269","658","916","756","916","1,491","1,311","693","236","26","2","7,452","7,452","248","583","815","563","887","1,582","1,490","797","408","75","4"
"대전광역시 대덕구 송촌동(3023054300)","12,512","12,512","655","1,517","1,785","1,322","1,697","2,705","1,936","589","277","29","0","12,704","12,704","675","1,492","1,441","1,152","1,967","2,863","1,832","728","455","95","4"
"대전광역시 대덕구 중리동(3023054600)","9,354","9,354","266","639","1,320","1,200","1,229","1,883","1,698","794","300","25","0","8,475","8,475","280","551","1,031","801","1,017","1,630","1,730","892","477","64","2"
"대전광역시 대덕구 신탄진동(3023055000)","8,223","8,223","461","552","1,003","1,363","1,078","1,506","1,337","647","255","21","0","7,778","7,778","494","497","804","1,081","941","1,436","1,321","724","408","68","4"
"대전광역시 대덕구 석봉동(3023056000)","8,134","8,134","750","921","849","1,261","1,477","1,277","1,055","398","133","13","0","7,789","7,789","716","796","717","1,192","1,295","1,305","1,031","433","247","57","0"
"대전광역시 대덕구 덕암동(3023057000)","6,783","6,783","247","442","991","998","832","1,390","1,085","552","227","18","1","5,817","5,817","223","398","708","598","714","1,112","1,018","604","358","80","4"
"대전광역시 대덕구 목상동(3023058000)","3,263","3,263","129","239","460","571","553","631","451","165","60","4","0","2,673","2,673","117","235","357","313","397","474","446","200","114","19","1"
"대전광역시 대덕구 법1동(3023060000)","5,668","5,668","316","443","617","762","726","1,042","1,051","505","185","21","0","6,462","6,462","338","429","578","689","716","1,260","1,176","771","411","90","4"
"대전광역시 대덕구 법2동(3023061000)","7,110","7,110","327","607","897","694","823","1,349","1,495","670","225","23","0","7,586","7,586","295","542","688","606","888","1,565","1,634","823","459","82","4"
"울산광역시  (3100000000)","563,471","563,471","36,319","56,700","66,038","74,865","88,536","100,870","89,107","39,057","11,067","901","11","530,989","530,989","34,573","52,273","48,729","61,304","82,591","100,551","87,234","41,616","18,682","3,358","78"
"울산광역시 중구 (3111000000)","104,125","104,125","6,322","9,917","11,346","13,356","15,543","18,487","17,767","8,539","2,654","191","3","101,669","101,669","5,908","8,986","8,630","11,259","14,671","18,973","18,452","9,784","4,327","668","11"
"울산광역시 중구 학성동(3111051000)","5,453","5,453","219","315","531","789","695","963","1,061","630","240","10","0","5,202","5,202","204","285","447","597","554","829","1,051","811","379","44","1"
"울산광역시 중구 반구1동(3111052000)","8,098","8,098","457","660","832","1,065","1,297","1,432","1,488","665","194","7","1","7,378","7,378","426","616","593","868","1,066","1,351","1,429","719","269","40","1"
"울산광역시 중구 반구2동(3111053000)","4,120","4,120","114","265","553","550","507","765","750","434","169","13","0","3,975","3,975","117","223","432","407","426","765","842","520","209","33","1"
"울산광역시 중구 복산동(3111055500)","10,586","10,586","1,169","925","1,034","2,063","1,681","1,488","1,374","653","187","12","0","10,580","10,580","1,083","888","812","1,919","1,558","1,672","1,494","782","313","59","0"
"울산광역시 중구 중앙동(3111058500)","5,416","5,416","143","215","561","663","654","989","1,217","705","247","22","0","5,008","5,008","118","229","393","477","470","892","1,187","787","397","58","0"
"울산광역시 중구 우정동(3111059000)","8,890","8,890","496","818","945","1,169","1,236","1,490","1,583","844","283","26","0","9,018","9,018","437","678","778","1,017","1,201","1,595","1,723","1,044","463","81","1"
"울산광역시 중구 태화동(3111060000)","15,470","15,470","1,201","1,938","1,527","1,924","2,541","2,602","2,366","1,055","293","22","1","15,755","15,755","1,122","1,685","1,258","1,727","2,745","2,834","2,620","1,187","505","70","2"
"울산광역시 중구 다운동(3111061000)","10,610","10,610","338","768","1,393","1,098","1,171","2,189","2,211","1,058","352","31","1","10,267","10,267","288","723","947","754","1,088","2,266","2,287","1,203","606","104","1"
"울산광역시 중구 병영1동(3111062000)","10,303","10,303","500","996","1,215","1,092","1,375","1,963","2,008","889","245","20","0","10,003","10,003","502","904","880","884","1,333","2,032","2,050","986","377","54","1"
